smiles,Charge_O,Charge_next_O,Charge_o_1,Charge_m_1,Charge_p,Charge_m_2,Charge_o_2
NC(=S)c1ccc(O)cc1,-0.752965,0.431976,-0.295714,-0.159476,-0.078325,-0.18596,-0.252765
Cc1cc(O)cc(C)c1C=O,-0.753954,0.465069,-0.306366,0.092799,-0.178335,0.090806,-0.349941
Cc1cc(O)c(C=O)cc1Cl,-0.762365,0.442023,-0.321752,0.10664,-0.201541,-0.131573,-0.17946
O=C(C=Cc1ccccc1)c1ccc(O)cc1,-0.754203,0.433624,-0.25574,-0.155667,-0.146295,-0.174189,-0.302071
CC(C)(C)OC(=O)N1CCN(c2ccc(O)cc2)CC1,-0.766379,0.397013,-0.238683,-0.238758,0.29888,-0.212521,-0.275725
CCCc1cc(C(=O)OC)ccc1O,-0.762154,0.414256,-0.289968,-0.160192,-0.178562,-0.188382,-0.028535
N#Cc1cc(O)cc(F)c1,-0.752384,0.439635,-0.231049,0.030613,-0.278338,0.496216,-0.357708
COCCOc1ccc(O)cc1,-0.767464,0.392975,-0.229686,-0.235556,0.416385,-0.266191,-0.272578
Cc1cc(O)c(C=O)c(C)c1Cl,-0.766231,0.455354,-0.33364,0.121275,-0.250443,0.102666,-0.193115
COc1cc(O)ccc1CO,-0.765844,0.427583,-0.305897,-0.178423,-0.117666,0.446285,-0.337332
NC(=NO)c1ccc(O)cc1,-0.757799,0.422239,-0.251873,-0.167769,-0.085911,-0.195609,-0.291776
CN1CCN(C(=O)c2ccc(O)cc2)CC1,-0.756078,0.425487,-0.295038,-0.179335,-0.132865,-0.163342,-0.254989
COC(=O)c1cc(O)c(OC)c(OC)c1,-0.77347,0.390415,-0.236701,-0.138371,-0.283393,0.423482,0.287624
CCOc1cc(CC(=O)O)ccc1O,-0.77738,0.364058,-0.239913,-0.224005,-0.009264,-0.274886,0.385547
CC(=O)c1ccc(O)cc1C(F)(F)F,-0.752538,0.441998,-0.238061,-0.198835,-0.099805,-0.178784,-0.294755
COc1ccc(F)cc1O,-0.756268,0.389209,-0.364009,0.480075,-0.294967,-0.216714,0.351488
OC(=Nc1ccccc1)c1cccc(O)c1,-0.764718,0.417668,-0.230564,-0.196414,-0.206626,-0.087331,-0.278674
CSc1ccccc1O,-0.769141,0.443813,-0.250696,-0.17634,-0.226472,-0.158229,-0.305566
Oc1cc(Br)ccc1Cl,-0.753761,0.445727,-0.230573,0.006415,-0.208408,-0.159037,-0.222085
Oc1ccc(C2CCCCC2)cc1,-0.764441,0.405091,-0.282839,-0.20088,0.032103,-0.217641,-0.241992
Oc1ccc(C(F)(F)F)cc1Cl,-0.751314,0.454475,-0.247874,-0.167163,-0.213935,-0.148075,-0.230942
Cc1ccc(F)cc1O,-0.765257,0.386375,-0.325049,0.483545,-0.296384,-0.20058,-0.019524
Nc1c(O)cccc1F,-0.774721,0.435351,-0.259708,-0.175302,-0.304093,0.478492,0.020082
O=C(O)c1cc(S(=O)(=O)Cl)ccc1O,-0.763016,0.487699,-0.265229,-0.111657,-0.361886,-0.091801,-0.259918
COc1ccc(O)c(F)c1F,-0.762403,0.36199,-0.243545,-0.229664,0.322715,0.378136,0.318301
O=C(O)c1ccc(O)cc1F,-0.747239,0.452529,-0.305472,-0.138993,-0.282451,0.541539,-0.347906
CC(=O)c1ccc(O)c(F)c1,-0.754278,0.370551,-0.249452,-0.164641,-0.139188,-0.26033,0.377732
Cc1ccc(O)c(F)c1F,-0.761788,0.365633,-0.245154,-0.207101,-0.065606,0.405773,0.306205
COc1cc(C=O)c(Cl)cc1O,-0.760275,0.400678,-0.231188,-0.141791,-0.113171,-0.235754,0.37631
CCOc1cc(C(=O)CCC(=O)O)ccc1O,-0.768119,0.38817,-0.254265,-0.203763,-0.129862,-0.240638,0.377186
OCCCNC(c1ccccc1)c1ccc(O)cc1,-0.762924,0.410214,-0.243203,-0.195356,-0.011081,-0.209709,-0.289922
O=C(O)c1cc(O)ccc1F,-0.762205,0.405826,-0.207927,-0.276348,0.492604,-0.237589,-0.25495
O=Cc1ccc(O)cc1F,-0.746571,0.447335,-0.300633,-0.143784,-0.228481,0.501532,-0.33839
CC(=O)c1ccc(O)c(C(=O)O)c1,-0.775098,0.474719,-0.274362,-0.156338,-0.172216,-0.12348,-0.256306
CCCc1cccc(O)c1,-0.764368,0.425299,-0.25598,-0.176883,-0.250913,0.064546,-0.316952
Oc1cccc(Cl)c1F,-0.75894,0.362477,-0.241652,-0.187862,-0.199179,-0.202397,0.410223
CCOc1cc(CC#N)ccc1O,-0.775042,0.364958,-0.236916,-0.226177,0.011935,-0.273851,0.386049
Cc1c(O)cccc1F,-0.759794,0.405547,-0.287577,-0.181055,-0.292001,0.459222,-0.107148
Cc1c(O)cccc1Cl,-0.764438,0.390238,-0.27511,-0.187409,-0.197385,-0.157691,0.016052
O=Cc1ccc(O)c(F)c1,-0.75158,0.371836,-0.249491,-0.162491,-0.124998,-0.254508,0.374103
Oc1ccc(OC(F)(F)F)c(F)c1,-0.754839,0.442608,-0.258384,-0.181816,0.219253,0.498943,-0.37457
CCCCCCCOC(=O)c1ccc(O)cc1,-0.754127,0.434252,-0.261723,-0.153273,-0.189442,-0.150459,-0.301668
CC(C)OC(=O)c1ccccc1O,-0.787532,0.455601,-0.266637,-0.157457,-0.246792,-0.147461,-0.257611
CCOc1cc(C)ccc1O,-0.781013,0.354911,-0.233757,-0.234849,0.036835,-0.282183,0.38317
CC(=O)c1ccc(Cl)cc1O,-0.77766,0.465998,-0.243401,-0.100658,-0.223077,-0.168614,-0.215933
CC(C(=O)O)c1ccc(O)cc1,-0.760709,0.411749,-0.28509,-0.202739,-0.010585,-0.198407,-0.242975
NN=C(O)c1ccc(O)c(N)c1,-0.774817,0.432597,-0.259494,-0.162802,-0.143288,-0.182778,0.113992
Oc1cccc(N2CCOCC2)c1,-0.763012,0.432465,-0.311351,-0.168854,-0.269151,0.38404,-0.33183
COc1cccc(O)c1C=O,-0.781957,0.48796,-0.283491,-0.142942,-0.328795,0.497541,-0.308712
Oc1ccccc1N1CCCCC1,-0.782386,0.40324,-0.25167,-0.184879,-0.231922,-0.195137,0.176344
CC(=O)c1ccc(O)cc1F,-0.749923,0.455158,-0.259546,-0.15112,-0.239063,0.495598,-0.38037
Oc1ccc(Br)c(Cl)c1,-0.752883,0.422557,-0.279481,-0.164161,-0.02082,-0.121461,-0.22233
O=Cc1ccc(OCc2ccccc2)cc1O,-0.781836,0.484213,-0.366195,0.492508,-0.289811,-0.15589,-0.228012
N#Cc1c(O)cccc1F,-0.7536,0.471452,-0.262595,-0.153638,-0.309794,0.528752,-0.183646
Oc1ccccc1OC(F)(F)F,-0.759843,0.404485,-0.247088,-0.179372,-0.229704,-0.191923,0.25203
Oc1cc(Cl)cc(C(F)(F)F)c1,-0.752078,0.426012,-0.236668,-0.166221,-0.194882,-0.126657,-0.253915
Oc1cc(F)cc(Cl)c1,-0.752501,0.442925,-0.37403,0.501441,-0.284597,-0.110002,-0.236785
Oc1ccccc1N1CCCC1,-0.784304,0.401223,-0.248654,-0.189441,-0.229435,-0.20821,0.184268
Oc1ccc(Cl)c(C(F)(F)F)c1,-0.753218,0.416355,-0.262621,-0.168132,-0.161283,-0.152617,-0.236126
CCCCCCCC(=O)c1ccc(O)cc1,-0.754323,0.430762,-0.296197,-0.152762,-0.143031,-0.184552,-0.258481
CCCCCCCc1ccc(O)cc1,-0.764267,0.404152,-0.281706,-0.206046,0.017922,-0.205317,-0.241323
O=C(c1ccc(O)cc1)c1ccccc1F,-0.753487,0.433204,-0.264806,-0.155233,-0.137178,-0.151077,-0.298893
CCCOC(=O)c1ccccc1O,-0.787407,0.456102,-0.266422,-0.15747,-0.24678,-0.147825,-0.255805
Cc1cc(O)cc(C)c1N,-0.773496,0.410606,-0.275765,0.046461,0.196553,0.045887,-0.31649
Cc1ccc(OC(=O)c2ccccc2O)cc1,-0.784543,0.457761,-0.266475,-0.156088,-0.246662,-0.145576,-0.262887
O=C(Oc1ccccc1)c1ccc(O)cc1,-0.751999,0.437316,-0.302243,-0.147578,-0.196711,-0.151143,-0.261014
CCCCCCC(=O)c1ccc(O)cc1,-0.754091,0.431198,-0.296126,-0.152582,-0.144197,-0.183592,-0.258487
OC1=NC(c2ccc(O)cc2)C(O)=N1,-0.761553,0.414656,-0.287698,-0.18509,-0.023231,-0.184701,-0.247565
CCCCCCCCCCCCc1ccccc1O,-0.769191,0.391553,-0.276726,-0.191227,-0.218199,-0.211386,-0.015254
CCCCCCCCCCCCc1cc(C)ccc1O,-0.772953,0.382264,-0.268546,-0.223756,0.033172,-0.237827,-0.005468
O=C(OCCO)c1ccc(O)cc1,-0.750617,0.43885,-0.261522,-0.148618,-0.1933,-0.14561,-0.302725
CN(C)Cc1ccccc1O,-0.811258,0.412044,-0.251767,-0.185349,-0.226995,-0.207634,-0.08147
CNCc1ccccc1O,-0.810262,0.409377,-0.251619,-0.18467,-0.227162,-0.207928,-0.079929
Oc1cccc(OCc2ccccc2)c1,-0.761744,0.432447,-0.311048,-0.167847,-0.277586,0.466069,-0.344215
COc1ccc(N)c(O)c1,-0.781581,0.433592,-0.345143,0.457182,-0.280309,-0.181615,0.099967
Nc1c(O)cccc1C(=O)O,-0.786757,0.351058,-0.233865,-0.242468,-0.163528,-0.21878,0.344282
CC(=O)c1cccc(O)c1N,-0.780367,0.355139,-0.210576,-0.222419,-0.208605,-0.146381,0.251673
O=CC=Cc1ccccc1O,-0.758914,0.375928,-0.242203,-0.177061,-0.226391,-0.186004,-0.032933
COC(=O)c1ccc(OCCO)cc1O,-0.786055,0.477638,-0.363572,0.497074,-0.291931,-0.132965,-0.277773
COC(=O)CC(=O)c1ccc(O)cc1,-0.751591,0.435392,-0.298319,-0.148077,-0.155082,-0.190215,-0.264599
Oc1ccc(C#Cc2ccc(F)cc2)cc1,-0.758182,0.421281,-0.251461,-0.159167,-0.013573,-0.158127,-0.292026
COc1cc(CC(=O)C(=O)O)ccc1O,-0.774485,0.368976,-0.240841,-0.213195,-0.027042,-0.267808,0.376382
N#Cc1cc(N)ccc1O,-0.766678,0.411787,-0.231699,-0.21274,0.277833,-0.216538,-0.044936
O=C(O)c1ccc(Oc2cccc(O)c2)cc1,-0.759523,0.433373,-0.254307,-0.181121,-0.263346,0.402188,-0.333701
Cc1ccc(O)cc1F,-0.759644,0.420783,-0.290126,-0.198388,-0.071881,0.469817,-0.32461
CCCCCC(=O)c1ccc(O)cc1,-0.754318,0.430775,-0.258468,-0.184523,-0.143073,-0.152769,-0.296169
CCCCCCCCOc1ccc(O)cc1,-0.768104,0.389501,-0.268478,-0.236926,0.417452,-0.266013,-0.23245
O=C(O)c1ccc(OCCO)cc1O,-0.782653,0.47987,-0.363765,0.49874,-0.291166,-0.132863,-0.272843
O=C(O)c1ccc(Oc2ccc(O)cc2)cc1,-0.760188,0.40944,-0.243842,-0.21105,0.344069,-0.211326,-0.28466
Oc1cccc(C2CCNCC2)c1,-0.763873,0.421479,-0.296076,-0.177601,-0.245948,0.080826,-0.289267
Cc1cc(N)c(O)cc1C,-0.784753,0.416538,-0.280651,0.043867,0.003299,-0.228513,0.125324
COc1cc(N)ccc1O,-0.754038,0.331082,-0.248446,-0.261595,0.292419,-0.325929,0.418988
CCC(N)c1ccc(O)cc1,-0.762605,0.406142,-0.241033,-0.206563,0.009356,-0.215766,-0.281525
Oc1cccc(CCC2CCCCN2)c1,-0.76665,0.423875,-0.256309,-0.178316,-0.251477,0.048199,-0.325067
CN(C)Cc1cc(C=O)ccc1O,-0.800376,0.437766,-0.264232,-0.183468,-0.134856,-0.18583,-0.088827
C=CCc1cc(C=O)ccc1O,-0.776899,0.411658,-0.255012,-0.187359,-0.127747,-0.19465,-0.042425
CN(C)C(=O)c1ccccc1O,-0.790728,0.443511,-0.262067,-0.164791,-0.241633,-0.177959,-0.206797
CCc1cc(F)ccc1O,-0.769919,0.381267,-0.262595,-0.269488,0.454396,-0.296946,0.000701
COc1cc(C=CC(=O)c2ccc(Cl)cc2)ccc1O,-0.768282,0.379917,-0.244713,-0.1982,0.007512,-0.275165,0.370122
COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1O,-0.777919,0.372631,-0.268317,0.046131,-0.243226,-0.254142,0.368056
NC(C(=O)O)c1cc(O)ccc1Cl,-0.758873,0.429475,-0.237469,-0.159471,-0.197576,0.029046,-0.312797
CCOC(=O)c1ccc(N=Nc2ccc(O)c(CC(=O)O)c2)cc1,-0.803549,0.425344,-0.258217,-0.169534,0.207666,-0.19138,-0.062506
O=C1CSC(c2cccc(Br)c2)N1c1cc(Cl)ccc1O,-0.808017,0.406263,-0.24059,-0.167995,-0.157857,-0.211715,0.271721
N=C(NO)c1ccccc1O,-0.787535,0.426203,-0.280241,-0.173544,-0.225088,-0.192319,-0.102145
COc1cc(C(=N)NO)ccc1O,-0.768325,0.382721,-0.24551,-0.204054,-0.08909,-0.268955,0.376936
COc1cc(Br)c(OC)cc1O,-0.773585,0.389281,-0.329592,0.468162,-0.090554,-0.231354,0.35896
Oc1cccc(CC2CCNCC2)c1,-0.763082,0.420387,-0.296638,-0.176139,-0.245476,0.062552,-0.279329
Oc1ccc(CC2CCNCC2)cc1,-0.764124,0.404422,-0.282952,-0.20922,0.01707,-0.202799,-0.241453
CCCCOc1ccc(O)c(C=O)c1,-0.788277,0.4415,-0.249507,-0.237623,0.413443,-0.238953,-0.182743
CCCOc1ccc(O)c(C=O)c1,-0.788447,0.44154,-0.249668,-0.237693,0.411511,-0.23887,-0.182722
CCCCc1ccc(O)c(C=O)c1,-0.78305,0.454822,-0.258259,-0.176105,0.002666,-0.204994,-0.197021
CCCc1ccc(O)c(C=O)c1,-0.782666,0.455048,-0.257693,-0.176291,0.003682,-0.206975,-0.197439
COC(=O)CCc1ccc(O)c(C=O)c1,-0.783451,0.457433,-0.260604,-0.176844,-0.023702,-0.201388,-0.201464
CCC(C)(C)c1ccc(O)c(C=O)c1,-0.784304,0.456055,-0.261073,-0.190355,0.008784,-0.201369,-0.195397
COC(=O)Cc1ccc(O)c(C=O)c1,-0.781815,0.460523,-0.262531,-0.177693,-0.040371,-0.180124,-0.201052
Cc1cc(C)c(C=O)c(O)c1,-0.782999,0.483698,-0.308578,0.102611,-0.301614,0.107336,-0.259853
O=Cc1cc(OCc2ccccc2)ccc1O,-0.787716,0.442364,-0.249482,-0.237356,0.410054,-0.238044,-0.1832
CC(C)c1ccc(O)c(C=O)c1,-0.7835,0.45489,-0.258548,-0.190408,0.008639,-0.197013,-0.196021
CCOc1ccc(O)c(C=O)c1,-0.788332,0.441576,-0.249595,-0.237944,0.4113,-0.238201,-0.182698
Oc1ccc(C=Nc2ccc(Br)cc2)cc1,-0.754288,0.426823,-0.291527,-0.162871,-0.068582,-0.1909,-0.255754
Oc1ccccc1C=Nc1ccc(F)cc1,-0.792844,0.450079,-0.263859,-0.165184,-0.242402,-0.183199,-0.142423
Cc1ccc(NCc2ccccc2O)cc1,-0.801371,0.405783,-0.248787,-0.184539,-0.22618,-0.206524,-0.084413
Oc1ccccc1CNc1ccc(F)cc1,-0.800156,0.405543,-0.248265,-0.184131,-0.225938,-0.206112,-0.084803
Oc1ccccc1CNc1ccc(Br)cc1,-0.798333,0.404932,-0.24766,-0.183975,-0.22565,-0.205886,-0.085274
Cc1ccc(N=Cc2ccccc2O)cc1,-0.794254,0.449575,-0.264134,-0.166101,-0.242491,-0.183953,-0.14139
Oc1ccccc1C=Nc1ccc(Br)cc1,-0.791471,0.451574,-0.264026,-0.164128,-0.242766,-0.181821,-0.144368
COc1ccc(CNc2ccc(Br)cc2)cc1O,-0.776756,0.372184,-0.26975,-0.018422,-0.219795,-0.253266,0.365789
COc1ccc(C=Nc2ccc(Br)cc2)cc1O,-0.776991,0.36279,-0.255254,-0.040396,-0.194482,-0.26149,0.381399
COc1cc(CNc2ccc(Br)cc2)ccc1O,-0.775399,0.367759,-0.240271,-0.226348,-0.030508,-0.265306,0.376446
COc1cc(C=Nc2ccc(Br)cc2)ccc1O,-0.768706,0.385372,-0.250596,-0.208648,-0.055078,-0.252316,0.375246
CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,-0.78261,0.450711,-0.268994,-0.147957,-0.271038,0.089475,-0.254019
CC(C)(C)CC(C)(C)c1ccc(O)cc1,-0.764737,0.40646,-0.242529,-0.220417,0.032427,-0.207358,-0.282672
NC(Cc1ccccc1O)C(=O)O,-0.827716,0.389293,-0.248776,-0.185661,-0.224769,-0.213753,-0.040986
O=C(O)C=Cc1cccc(O)c1,-0.758756,0.414721,-0.279538,-0.186425,-0.22487,0.034667,-0.265772
Oc1cc(Cl)c(Cl)cc1Cl,-0.75109,0.44786,-0.216319,-0.109484,-0.146809,-0.13617,-0.216343
CCCCCOC(=O)c1ccc(O)cc1,-0.754015,0.434359,-0.301479,-0.150426,-0.1888,-0.153874,-0.261722
C=Cc1ccc(O)c(OC)c1,-0.775508,0.369021,-0.239066,-0.22902,0.018187,-0.280564,0.375888
COc1cc(CC(O)C(=O)O)ccc1O,-0.777882,0.366801,-0.237862,-0.227826,-0.01364,-0.27484,0.376994
O=C(OCc1ccccc1)c1ccccc1O,-0.787672,0.456043,-0.266848,-0.15716,-0.247318,-0.148745,-0.254535
C=C(C)C(O)=Nc1ccc(O)c(C(=O)O)c1,-0.787666,0.444539,-0.260906,-0.174645,0.199621,-0.170236,-0.243279
CCCCN=C(O)C1CCCN1C(=O)C(NCc1ccccc1O)C(C)C,-0.815806,0.411499,-0.250938,-0.186543,-0.226239,-0.214045,-0.067755
COc1ccc(O)c(C#N)c1,-0.765274,0.420812,-0.236595,-0.244772,0.415163,-0.211648,-0.049212
CCOC(=O)C(O)c1ccc(OC)c(O)c1,-0.779025,0.366307,-0.243297,-0.044311,-0.214584,-0.257375,0.369886
O=Cc1ccc(OC(F)F)c(O)c1,-0.766427,0.377661,-0.248243,-0.095222,-0.191909,-0.240601,0.32137
NCc1ccc(O)cc1,-0.761945,0.406991,-0.281566,-0.209122,-0.003002,-0.208872,-0.240982
CCOC(=O)c1ccc(O)c(C=O)c1,-0.772517,0.482114,-0.275512,-0.129904,-0.209838,-0.145037,-0.218079
COc1cccc(O)c1Br,-0.763493,0.451373,-0.264759,-0.164608,-0.307415,0.483758,-0.169367
CCCCCCC=CCCCCCCCc1cccc(O)c1C(=O)O,-0.782525,0.450841,-0.268834,-0.147957,-0.270673,0.089198,-0.254551
O=C(O)c1ccc(C(=O)O)c(O)c1,-0.722272,0.456444,-0.285952,-0.113503,-0.208179,-0.168229,-0.202354
CC(O)=Nc1ccc(C)cc1O,-0.780665,0.397062,-0.271247,0.055946,-0.254477,-0.203437,0.197658
COc1cc(C(O)C(=O)O)ccc1O,-0.775719,0.369954,-0.238061,-0.216872,-0.092143,-0.284182,0.379421
COc1cc(O)ccc1Br,-0.758812,0.435301,-0.304659,-0.156519,-0.098454,0.485567,-0.339589
Nc1ccc(O)c(Br)c1,-0.770697,0.392659,-0.224896,-0.229809,0.280443,-0.230774,-0.058904
Cc1ccc(Br)cc1O,-0.764294,0.375134,-0.227839,0.00144,-0.20706,-0.210163,-0.005784
COc1ccc(O)c(N)c1,-0.792933,0.337743,-0.238487,-0.268658,0.439538,-0.329711,0.271782
O=C(O)c1ccc(Br)cc1O,-0.777578,0.465802,-0.254881,0.029128,-0.231945,-0.143056,-0.250513
COc1ccc(CC(=O)O)cc1O,-0.77705,0.370304,-0.261016,0.004652,-0.222308,-0.253284,0.366122
CNc1ccccc1O,-0.782021,0.408731,-0.248445,-0.187229,-0.228723,-0.20292,0.143508
O=Cc1cc(O)ccc1Br,-0.757708,0.420543,-0.220865,-0.180829,-0.031547,-0.097471,-0.265146
O=Cc1c(O)cccc1Cl,-0.775563,0.474336,-0.261139,-0.154395,-0.224556,-0.114747,-0.196029
Nc1cc(Br)ccc1O,-0.775693,0.419406,-0.245879,-0.174161,-0.036395,-0.185807,0.127853
Cc1ccc(O)cc1Cl,-0.758496,0.411297,-0.277133,-0.207921,0.043019,-0.152584,-0.218389
N#CC(=Cc1ccc(O)cc1)C(=O)O,-0.746977,0.441549,-0.257814,-0.181175,-0.03146,-0.179191,-0.301299
O=C(O)c1ccc(O)c(Br)c1,-0.752612,0.44802,-0.258936,-0.147456,-0.183583,-0.140869,-0.095594
N#Cc1cc(Br)ccc1O,-0.754741,0.44629,-0.246751,-0.151801,-0.044282,-0.139116,-0.067551
Cc1ccc(O)cc1C(=O)O,-0.764634,0.407527,-0.212174,-0.232555,0.049136,-0.164867,-0.264995
COC(=O)C(C)(N)Cc1ccc(O)cc1,-0.762159,0.409698,-0.241854,-0.206591,-0.026891,-0.21037,-0.282488
Oc1ccc(Oc2ccc(F)cc2)cc1,-0.762315,0.404763,-0.279854,-0.219185,0.358455,-0.224095,-0.242007
Oc1ccc(Oc2ccc(Br)cc2)cc1,-0.76093,0.40762,-0.24236,-0.213035,0.348304,-0.216363,-0.284183
Oc1ccc(Oc2ccc(Cl)cc2)cc1,-0.761038,0.407321,-0.242121,-0.213534,0.349064,-0.217056,-0.284035
CN=Cc1ccccc1O,-0.770274,0.404862,-0.286094,-0.176116,-0.227544,-0.173891,-0.100857
CC(C)(C)OC(O)=NCCc1ccc(O)cc1,-0.764935,0.404233,-0.242021,-0.204541,0.005382,-0.205229,-0.282344
COc1cc(O)cc(CCc2ccccc2)c1,-0.766063,0.444623,-0.29777,0.073006,-0.326488,0.463613,-0.359063
CCC(C)(C)c1ccc(O)cc1,-0.764675,0.406575,-0.243537,-0.218476,0.026505,-0.204125,-0.282778
COc1cc(O)cc(OC)c1OC,-0.765414,0.450266,-0.39072,0.436399,0.263326,0.437128,-0.352144
O=C(O)c1cc(O)cc(Br)c1,-0.756157,0.417085,-0.261923,-0.135964,-0.183044,-0.009278,-0.212338
NCC(O)c1ccc(O)cc1,-0.764481,0.408659,-0.285717,-0.188447,-0.041116,-0.204842,-0.245614
CC(=O)c1ccc(O)c(Cl)c1,-0.751021,0.458152,-0.250345,-0.154655,-0.143483,-0.160367,-0.235692
Oc1cc(F)cc(Br)c1,-0.752725,0.441455,-0.372143,0.500262,-0.293038,0.015504,-0.245518
O=Cc1ccc(Br)cc1O,-0.759393,0.436558,-0.282206,0.021971,-0.219962,-0.155859,-0.177197
CCOC(=O)c1ccccc1O,-0.786979,0.455944,-0.266569,-0.157179,-0.246783,-0.147031,-0.256387
O=C(CBr)c1cc(Br)ccc1O,-0.774854,0.464961,-0.259317,-0.144799,-0.054979,-0.155359,-0.205443
CCCCCCOC(=O)c1ccccc1O,-0.787587,0.456061,-0.266471,-0.157514,-0.246834,-0.147866,-0.255914
O=C1C=CC(=Nc2ccc(O)cc2)C=C1,-0.756824,0.4119,-0.246358,-0.211932,0.213392,-0.182561,-0.284536
CCCCCCC=CCCCCCCCCCc1cccc(O)c1C(=O)O,-0.782214,0.453021,-0.268997,-0.148393,-0.27557,0.094029,-0.263516
COc1cc(C(O)CO)ccc1O,-0.775392,0.368069,-0.239046,-0.223555,-0.048802,-0.275294,0.377249
O=C(O)c1ccccc1N=Nc1ccc(O)cc1,-0.755912,0.428033,-0.259318,-0.172022,0.190509,-0.159781,-0.29833
NNC(=O)c1ccc(O)cc1,-0.754121,0.429489,-0.255141,-0.184528,-0.152685,-0.157646,-0.295318
O=Cc1cccc(O)c1,-0.759531,0.409298,-0.2689,-0.190932,-0.199404,-0.084565,-0.253508
Oc1ccccc1Cl,-0.759572,0.439277,-0.242815,-0.181394,-0.222026,-0.161742,-0.22121
CCCCCCCCCCCCCc1cccc(O)c1C(=O)O,-0.783725,0.465543,-0.273061,-0.144887,-0.277723,0.095644,-0.274182
O=C(O)CN=C(O)c1ccccc1O,-0.796995,0.452173,-0.26973,-0.160779,-0.24639,-0.154968,-0.209765
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-0.748337,0.460313,-0.214885,-0.104863,-0.13796,-0.091798,-0.209209
O=Cc1ccc(O)c(C(=O)O)c1,-0.772297,0.476414,-0.273899,-0.156509,-0.156251,-0.119015,-0.258606
CCCCCCCCCc1ccc(O)cc1,-0.764279,0.404136,-0.24131,-0.2053,0.017874,-0.206027,-0.281718
N#Cc1ccc(O)cc1,-0.749924,0.434074,-0.295306,-0.148655,-0.037885,-0.150832,-0.254396
CCCCCOC(=O)c1ccccc1O,-0.787563,0.456065,-0.266467,-0.157511,-0.246824,-0.147868,-0.255862
Oc1cccc(Cl)c1Cl,-0.75512,0.450978,-0.24194,-0.177338,-0.202854,-0.105827,-0.21535
Oc1ccc(Cl)c(Cl)c1Cl,-0.752673,0.452605,-0.234412,-0.156886,-0.14794,-0.095819,-0.209481
COc1cc(COC(=O)CCCCCC(C)C)ccc1O,-0.775736,0.371437,-0.243244,-0.214927,-0.007008,-0.289261,0.371568
COc1cc(O)cc(C=Cc2ccccc2)c1,-0.765005,0.446952,-0.296764,0.087594,-0.348164,0.468708,-0.355896
CS(=O)(=O)c1ccc(O)cc1,-0.749118,0.433825,-0.248638,-0.154521,-0.36277,-0.152105,-0.290085
O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,-0.7661,0.406193,-0.277298,-0.197262,0.275636,0.010835,-0.262993
Oc1cccc(Cl)c1,-0.757003,0.424776,-0.2457,-0.179325,-0.208436,-0.115405,-0.270325
Cc1ccc(C)c(O)c1,-0.767939,0.400905,-0.304444,0.057923,-0.248375,-0.206782,-0.020022
Cc1cccc(O)c1C,-0.772745,0.378477,-0.245534,-0.18307,-0.251439,0.042943,-0.040854
Oc1cc(Cl)ccc1Cl,-0.75363,0.447222,-0.221237,-0.119486,-0.202025,-0.156692,-0.223408
Oc1cc(F)c(F)cc1F,-0.740448,0.345152,-0.348225,0.415869,0.396719,-0.339622,0.446266
CC(C)CCCC(C)(C)c1ccc(O)cc1,-0.764694,0.406522,-0.243587,-0.218734,0.026635,-0.204046,-0.282753
CCC(C)CC(C)(CC)c1ccc(O)cc1,-0.764222,0.407013,-0.243827,-0.215947,0.023754,-0.208563,-0.282781
CCC(C)(CCC(C)C)c1ccc(O)cc1,-0.764605,0.406387,-0.243505,-0.216681,0.023232,-0.204823,-0.283108
CCCCC(CC)C(C)c1ccc(O)cc1,-0.764397,0.404205,-0.281871,-0.19957,0.015628,-0.2145,-0.241176
CCCCC(C)(CCC)c1ccc(O)cc1,-0.764696,0.40626,-0.283091,-0.205095,0.024427,-0.216727,-0.24341
CCCCCC(C)(CC)c1ccc(O)cc1,-0.764647,0.406348,-0.283159,-0.205027,0.024254,-0.216829,-0.24348
Oc1ccc(C2CN3CCSC3=N2)cc1,-0.764325,0.408684,-0.286185,-0.191664,-0.01385,-0.205831,-0.244815
CCCCOC(N=C(O)c1ccccc1O)C(Cl)(Cl)Cl,-0.794259,0.454999,-0.269265,-0.159552,-0.246414,-0.153275,-0.21452
CC1(C(O)=Nc2ccc(O)c(Cl)c2Cl)CCCCC1,-0.759073,0.438557,-0.230502,-0.217937,0.188386,-0.135586,-0.210162
CCc1ccccc1O,-0.769425,0.390782,-0.276322,-0.191239,-0.217333,-0.212619,-0.014725
COc1ccc(C(O)C(=O)O)cc1O,-0.774392,0.373589,-0.258488,-0.076005,-0.23388,-0.254663,0.371428
CC(O)=Nc1cccc(O)c1,-0.764392,0.431878,-0.262405,-0.176138,-0.258172,0.258716,-0.316506
Oc1cccc(Br)c1,-0.757454,0.424257,-0.243804,-0.181958,-0.21562,0.011072,-0.280318
COc1cc(CC(C)(N)C(=O)O)ccc1O,-0.77766,0.36362,-0.23887,-0.233664,-0.017864,-0.291982,0.376607
CC(N)C(O)c1cccc(O)c1,-0.764933,0.422338,-0.251463,-0.182049,-0.229584,0.026978,-0.320858
